song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,genre
Stop The Rain,Day6,0.000305,0.484,280373,0.932,0.0,6,0.0768,-2.5610000000000004,0,0.0559,122.027,4,0.609,47,k-pop
WARNING!,Day6,0.0134,0.414,205529,0.893,0.0,4,0.114,-1.6,0,0.21,160.077,4,0.639,50,k-pop
아픈 길 hurt road,Day6,0.5670000000000001,0.623,249819,0.3829999999999999,0.0,2,0.0824,-4.832,1,0.0274,143.812,4,0.283,55,k-pop
원하니까 Still,Day6,0.0761,0.465,251854,0.725,0.0,0,0.141,-3.495,1,0.038,179.872,4,0.32,50,k-pop
혼잣말 Talking to,Day6,0.115,0.482,212835,0.955,0.0,2,0.294,-2.004,1,0.0781,152.988,4,0.5770000000000001,50,k-pop
Bon Bon Chocolat,EVERGLOW,0.0343,0.7190000000000001,228682,0.828,0.0,6,0.0747,-5.559,1,0.0613,139.92700000000002,4,0.634,78,k-pop
Don't Want a Drive,EXID,0.432,0.618,192718,0.8370000000000001,0.0,1,0.0899,-3.234,0,0.256,85.719,4,0.759,35,k-pop
Don't Want a Drive - Instrumental,EXID,0.00618,0.675,190963,0.611,0.951,11,0.106,-7.066,0,0.0343,85.96600000000001,4,0.417,16,k-pop
Dreamer (Solji Solo) [Remastered 2018] - Instrumental,EXID,0.0305,0.6509999999999999,205076,0.644,0.177,9,0.0681,-6.13,1,0.0411,94.992,4,0.184,15,k-pop
I Love You,EXID,0.000371,0.695,194699,0.8320000000000001,0.000483,9,0.469,-3.455,0,0.0288,111.997,4,0.249,72,k-pop
Now Hips,EXID,0.0017,0.737,185913,0.693,7.48e-5,9,0.0995,-4.909,0,0.093,169.997,4,0.7040000000000001,34,k-pop
24/7,EXO,0.1,0.762,243324,0.594,0.0,0,0.123,-5.465,1,0.0481,98.025,4,0.337,56,k-pop
3.6.5 - Live,EXO,0.11,0.684,185848,0.938,0.0,8,0.295,-4.248,1,0.0597,131.034,4,0.736,39,k-pop
Coming Over,EXO,0.000744,0.648,202240,0.981,0.0337,2,0.103,-2.891,1,0.0769,111.977,4,0.8,45,k-pop
"Coming Over - Korean Version, Live",EXO,0.0265,0.65,163570,0.991,0.0,2,0.283,-3.023,1,0.113,112.004,4,0.547,38,k-pop
Cosmic Railway,EXO,0.0316,0.501,278573,0.804,0.0,4,0.314,-5.206,1,0.0616,150.02,4,0.2189999999999999,49,k-pop
"For Life - English Version, Live",EXO,0.916,0.412,184839,0.207,1.84e-6,2,0.544,-13.454,1,0.0368,75.827,3,0.278,50,k-pop
Going Crazy - Live,EXO,0.367,0.56,257120,0.8590000000000001,1.5e-6,10,0.159,-5.087,1,0.0609,150.041,4,0.385,42,k-pop
I See You - Live,EXO,0.103,0.475,203543,0.599,0.0337,1,0.104,-7.375,0,0.0412,130.814,4,0.0377,46,k-pop
LIGHTSABER,EXO,0.0803,0.631,185960,0.865,0.0,5,0.497,-4.0680000000000005,0,0.125,140.034,4,0.5710000000000001,45,k-pop
Oasis,EXO,0.0886,0.629,194326,0.7609999999999999,0.0,0,0.0814,-4.69,0,0.0557,144.986,4,0.605,53,k-pop
Run - Live,EXO,0.307,0.593,287287,0.944,0.0,8,0.732,-4.154,1,0.122,129.974,4,0.342,38,k-pop
Sign,EXO,0.0135,0.637,193853,0.669,0.0,1,0.406,-5.289,1,0.0732,168.11700000000002,4,0.501,54,k-pop
Smile On My Face,EXO,0.4,0.703,218533,0.596,0.0,4,0.0907,-6.603,1,0.0412,135.05700000000002,4,0.5489999999999999,51,k-pop
Tempo,EXO,0.237,0.6859999999999999,224483,0.8420000000000001,0.0,0,0.0683,-4.423,1,0.1,115.944,4,0.519,74,k-pop
Wait,EXO,0.8290000000000001,0.477,248768,0.237,0.0,4,0.107,-10.255999999999998,0,0.0438,74.207,4,0.362,59,k-pop
Walk On Memories - Live,EXO,0.7859999999999999,0.637,288987,0.555,0.0,10,0.722,-7.318,1,0.0303,113.983,4,0.238,39,k-pop
With You,EXO,0.223,0.623,188544,0.74,0.0,1,0.431,-7.051,0,0.0403,134.9,4,0.3829999999999999,48,k-pop
Girl Problems,EXO-CBX,0.0732,0.713,217507,0.95,0.0,1,0.635,-3.498,1,0.0707,111.011,4,0.779,39,k-pop
Monday Blues,EXO-CBX,0.11,0.688,201610,0.632,0.0,5,0.221,-4.111000000000001,1,0.0898,140.947,4,0.485,46,k-pop
Someone like you,EXO-CBX,0.731,0.396,211505,0.475,0.0,9,0.3279999999999999,-4.717,1,0.0294,135.41299999999998,4,0.22,51,k-pop
Someone like you - Instrumental version,EXO-CBX,0.346,0.654,209274,0.4429999999999999,0.362,9,0.182,-8.707,1,0.0344,136.049,4,0.109,25,k-pop
Vroom Vroom,EXO-CBX,0.057,0.7170000000000001,166316,0.669,0.0,1,0.356,-4.939,1,0.0629,110.06,4,0.498,55,k-pop
花요일 Blooming Day,EXO-CBX,0.00511,0.735,199846,0.736,0.0,4,0.165,-3.266,0,0.2769999999999999,117.975,4,0.813,65,k-pop
내일 만나 Sweet Dreams!,EXO-CBX,0.0129,0.6509999999999999,186899,0.718,0.0,5,0.0817,-4.602,0,0.0571,114.984,4,0.67,47,k-pop
Lullaby For A Cat,Epik High,0.8079999999999999,0.659,131753,0.324,0.883,2,0.107,-10.942,1,0.0398,138.007,4,0.2769999999999999,62,k-pop
Don't Call Me,Eric Nam,0.2339999999999999,0.8420000000000001,203842,0.581,0.0,11,0.184,-6.178,0,0.222,124.067,4,0.7509999999999999,45,k-pop
FLOAT,Eric Nam,0.0683,0.728,183652,0.746,2.88e-5,9,0.1369999999999999,-4.57,1,0.0312,115.006,4,0.5820000000000001,50,k-pop
Sunny Summer,GFRIEND,0.0491,0.728,198536,0.925,0.0,7,0.313,-1.741,1,0.0862,129.984,4,0.88,58,k-pop
Cold,GOT7,0.00382,0.662,182080,0.762,0.00698,6,0.1169999999999999,-7.197,0,0.064,164.09599999999998,4,0.76,43,k-pop
Hunger,GOT7,0.0462,0.745,93562,0.836,2.95e-6,7,0.1939999999999999,-6.277,0,0.2689999999999999,140.04399999999998,4,0.382,42,k-pop
I Won't Let You Go,GOT7,0.0728,0.669,217733,0.89,0.0,1,0.0797,-1.844,0,0.0457,100.043,4,0.432,53,k-pop
I Won't Let You Go - Instrumental,GOT7,0.0013,0.593,215747,0.923,0.608,1,0.0667,-3.654,0,0.0306,99.998,4,0.308,34,k-pop
I Won't Let You Go - Reggaeton Remix,GOT7,0.000193,0.653,243000,0.84,8.82e-5,1,0.307,-4.01,0,0.0337,100.022,4,0.222,37,k-pop
Lullaby - Inst.,GOT7,0.000419,0.784,217487,0.861,0.7340000000000001,0,0.107,-4.482,1,0.0525,130.037,4,0.545,28,k-pop
Made It,GOT7,0.11,0.711,156485,0.86,0.0,0,0.406,-2.542,1,0.0706,140.07299999999998,4,0.336,50,k-pop
Miracle,GOT7,0.8079999999999999,0.3979999999999999,250849,0.34,0.0,8,0.109,-7.209,1,0.0299,173.452,3,0.4639999999999999,62,k-pop
My Youth,GOT7,0.0529,0.58,212820,0.7609999999999999,0.0,0,0.113,-3.34,1,0.0303,105.051,4,0.432,50,k-pop
Thank You,GOT7,0.0393,0.504,226483,0.62,4.36e-6,7,0.109,-4.948,1,0.0462,86.492,4,0.3329999999999999,53,k-pop
The Reason,GOT7,0.034,0.672,219713,0.6890000000000001,0.0,0,0.0923,-4.7,1,0.0419,109.947,4,0.264,41,k-pop
망설이다 Hesitate,GOT7,0.36,0.7809999999999999,185179,0.6809999999999999,0.0,11,0.206,-4.329,1,0.0658,105.079,4,0.545,41,k-pop
Puzzle Moon,GWSN,0.332,0.82,206765,0.8059999999999999,0.0,6,0.0954,-3.363,1,0.0795,124.96,4,0.557,51,k-pop
Lil’ Touch,Girls' Generation-Oh!GG,0.0114,0.7909999999999999,189846,0.789,0.0,11,0.301,-4.694,0,0.104,112.11,4,0.669,69,k-pop
Rumor,H.I.N.P (Hot Issue of Ntl. Producers),0.123,0.741,197077,0.862,1.45e-6,9,0.353,-3.02,0,0.0816,101.944,4,0.529,68,k-pop
GOOD BYE,Hong Jin Young,0.0982,0.605,196725,0.868,0.0,9,0.204,-1.349,0,0.0489,138.875,4,0.66,39,k-pop
I Hate,INFINITE,0.00218,0.5670000000000001,219534,0.95,0.0,7,0.358,-3.932,1,0.133,90.098,4,0.778,29,k-pop
달라달라 (DALLA DALLA),ITZY,0.00116,0.79,199874,0.853,4.23e-5,11,0.3289999999999999,-4.564,0,0.0665,124.998,4,0.713,70,k-pop
BBIBBI,IU,0.241,0.8390000000000001,194426,0.617,0.0,7,0.3,-4.692,1,0.331,143.894,4,0.821,73,k-pop
La Vie en Rose,IZ*ONE,0.0899,0.698,218994,0.908,0.0,9,0.115,-1.211,0,0.0548,115.975,4,0.606,76,k-pop
As If In A Dream,JBJ,0.583,0.541,232069,0.639,0.0,0,0.178,-5.412999999999999,1,0.118,85.535,4,0.481,30,k-pop
J.B.J. (Intro),JBJ,0.0654,0.733,91224,0.841,4.91e-6,2,0.266,-4.045,1,0.156,154.079,4,0.923,25,k-pop
Moonlight,JBJ,0.401,0.764,206535,0.89,0.0,10,0.4529999999999999,-4.428,1,0.105,93.029,4,0.8390000000000001,29,k-pop
My Flower,JBJ,0.0314,0.62,194121,0.923,0.0,7,0.311,-4.022,0,0.295,108.259,4,0.634,51,k-pop
On My Mind,JBJ,0.14,0.618,215115,0.807,0.0,11,0.51,-4.296,0,0.0882,95.726,4,0.502,26,k-pop
Ride With Me,JBJ,0.0555,0.774,225395,0.851,0.0,11,0.0582,-4.864,1,0.0643,107.005,4,0.773,26,k-pop
Say My Name,JBJ,0.0615,0.644,206506,0.8270000000000001,0.0,5,0.1,-3.327,0,0.089,79.98100000000001,4,0.823,31,k-pop
Wonderful Day,JBJ,0.0909,0.722,236726,0.856,0.0,0,0.152,-2.568,1,0.1169999999999999,92.989,4,0.628,28,k-pop
☆☆(Be Joyful),JBJ,0.1159999999999999,0.615,204139,0.773,0.0,2,0.151,-5.0,1,0.0318,140.025,4,0.537,35,k-pop
SOLO,JENNIE,0.0861,0.7509999999999999,169567,0.642,0.0,3,0.0953,-5.165,0,0.087,95.045,4,0.3879999999999999,79,k-pop
"SOLO - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",JENNIE,0.0535,0.649,170733,0.637,5.3e-6,3,0.95,-9.747,0,0.263,95.009,4,0.365,51,k-pop
Idle song,JEON SOYEON,0.489,0.933,188456,0.615,0.0,0,0.1159999999999999,-4.287,1,0.129,120.026,4,0.513,36,k-pop
Take The Dive,JONGHYUN,0.386,0.52,173611,0.708,0.0,4,0.221,-4.114,0,0.0326,105.108,4,0.527,46,k-pop
사람 구경 중 Sightseeing,JONGHYUN,0.0952,0.6759999999999999,183682,0.902,1.29e-6,2,0.124,-2.833,1,0.089,85.023,4,0.7759999999999999,37,k-pop
어떤 기분이 들까 I’m So Curious,JONGHYUN,0.38,0.757,204356,0.642,0.0,5,0.075,-6.155,0,0.1969999999999999,99.88,4,0.529,38,k-pop
Dawn of us,Jackson Wang,0.387,0.8340000000000001,179834,0.588,4.25e-6,0,0.1119999999999999,-6.242999999999999,1,0.0759,141.944,4,0.489,59,k-pop
Fendiman,Jackson Wang,0.0556,0.758,131479,0.7390000000000001,0.0,1,0.0506,-4.547,1,0.161,149.993,4,0.384,56,k-pop
Chosen1,Jay Park,0.248,0.772,178000,0.73,0.0,1,0.716,-4.487,0,0.321,145.86700000000002,4,0.43,45,k-pop
Million,Jay Park,0.0156,0.732,268067,0.539,8.8e-6,5,0.23,-7.645,0,0.367,150.016,4,0.192,48,k-pop
FOCUS ON ME,Jus2,0.0974,0.797,216458,0.767,1.32e-5,0,0.1009999999999999,-3.286,0,0.151,98.988,4,0.536,68,k-pop
POP/STARS,K/DA,0.0183,0.5660000000000001,191100,0.769,0.0,7,0.108,-4.342,1,0.0872,170.03599999999997,4,0.385,79,k-pop
First Class,KD,0.24,0.7440000000000001,233038,0.8270000000000001,0.0,0,0.0892,-7.604,1,0.379,170.148,4,0.307,3,k-pop
Love On Ice (feat. 6LACK),KEY,0.0423,0.915,195918,0.5710000000000001,0.0009289999999999,1,0.218,-7.124,0,0.1159999999999999,146.97,4,0.391,53,k-pop
One of Those Nights,KEY,0.0689,0.732,190328,0.589,0.0,5,0.0489,-6.223,0,0.072,127.968,4,0.619,63,k-pop
Time Of My Life,KEY,0.0823,0.916,181895,0.62,2.14e-6,11,0.124,-6.612,1,0.2189999999999999,95.002,4,0.7929999999999999,48,k-pop
Tsunami,KII,0.166,0.8420000000000001,161412,0.469,0.000292,0,0.103,-6.89,1,0.0355,115.985,4,0.0901,20,k-pop
Don't move,Kim Sung Kyu,0.166,0.609,268740,0.8270000000000001,0.0,2,0.22,-3.616,1,0.0389,91.948,4,0.682,30,k-pop
Sentimental,Kim Sung Kyu,0.0216,0.718,272084,0.6579999999999999,0.0,7,0.0515,-5.444,1,0.0332,100.007,4,0.67,24,k-pop
What did I say,Kim Sung Kyu,0.8190000000000001,0.494,224978,0.563,0.0,0,0.0907,-5.947,0,0.212,175.578,4,0.204,28,k-pop
Growing Up,MINSEO,0.703,0.64,188509,0.353,0.0,0,0.292,-7.059,1,0.0279999999999999,94.006,4,0.527,20,k-pop
The Grand Dreams,MINSEO,0.2269999999999999,0.649,268373,0.5529999999999999,0.0,5,0.0765,-4.519,1,0.0323,102.908,4,0.4589999999999999,23,k-pop
Weird You,MINSEO,0.45,0.7509999999999999,183741,0.691,0.0005269999999999,11,0.215,-4.311,1,0.0295,122.034,4,0.8270000000000001,29,k-pop
BBoom BBoom,MOMOLAND,0.0149,0.785,208863,0.7440000000000001,0.0066599999999999,3,0.0661,-4.249,0,0.0369,126.018,4,0.833,74,k-pop
BBoom BBoom - Instrumental version,MOMOLAND,0.000642,0.695,208863,0.769,0.867,3,0.0668,-5.357,0,0.0405,126.022,4,0.82,35,k-pop
Curious,MOMOLAND,0.0197,0.68,196353,0.542,1.63e-6,5,0.109,-4.062,1,0.0259,100.043,4,0.472,44,k-pop
Same Same,MOMOLAND,0.296,0.76,198881,0.932,9.13e-5,0,0.18,-2.04,0,0.0559999999999999,124.018,4,0.528,48,k-pop
Wonderful love (EDM Ver.) - Instrumental version,MOMOLAND,0.000272,0.585,203070,0.895,0.946,4,0.113,-6.765,1,0.136,132.02700000000002,4,0.405,28,k-pop
GONE COLD,MXM (BRANDNEWBOYS),0.174,0.7140000000000001,207889,0.7020000000000001,0.0,11,0.157,-3.5610000000000004,1,0.0405,90.038,4,0.612,31,k-pop
SHE BAD,MYTEEN,0.1159999999999999,0.6970000000000001,207989,0.908,0.0,7,0.088,-4.298,0,0.0605,108.018,4,0.564,47,k-pop
My star,Mamamoo,0.0567,0.736,191586,0.691,2.01e-6,7,0.5660000000000001,-4.636,0,0.0566,147.952,4,0.513,59,k-pop
Paint Me,Mamamoo,0.71,0.504,218917,0.462,0.0,2,0.168,-4.156000000000001,0,0.0323,128.27,4,0.257,48,k-pop
Paint Me - Instrumental version,Mamamoo,0.87,0.574,218917,0.212,0.851,2,0.109,-11.874,0,0.0282,64.525,4,0.088,23,k-pop
Spring Fever,Mamamoo,0.846,0.425,228618,0.45,0.0,7,0.0914,-4.277,0,0.0516,179.597,4,0.52,43,k-pop
Not Alone,Mona,1.16e-5,0.37,183707,0.933,0.0012,4,0.0586,-3.68,0,0.152,149.96,4,0.156,6,k-pop
SELFISH,Moon Byul,0.297,0.502,192578,0.7,0.0,1,0.154,-3.66,1,0.126,87.20100000000001,4,0.64,51,k-pop
Can't Be Better,N.Flying,0.384,0.698,179083,0.8340000000000001,0.0,0,0.054,-3.66,1,0.214,99.941,4,0.833,31,k-pop
Just One Day,N.Flying,0.0963,0.5820000000000001,206027,0.887,0.0,5,0.1,-3.45,1,0.108,169.88,4,0.613,31,k-pop
Baby Don’t Stop,NCT,0.0214,0.8270000000000001,183020,0.7390000000000001,4.13e-6,8,0.043,-6.391,1,0.0744,95.999,4,0.352,68,k-pop
GO,NCT,0.308,0.76,207173,0.928,0.0,8,0.072,-3.645,0,0.215,131.985,4,0.6729999999999999,62,k-pop
TOUCH,NCT,0.0391,0.595,189078,0.8059999999999999,0.0,8,0.36,-4.644,1,0.141,93.126,4,0.616,64,k-pop
WITHOUT YOU,NCT,0.0428,0.578,205533,0.942,0.0,2,0.0833,-1.693,1,0.0556,127.835,4,0.53,56,k-pop
YESTODAY - Extended Version [Bonus Track],NCT,0.0688,0.68,227885,0.888,0.0,9,0.118,-4.377,0,0.136,95.014,4,0.633,48,k-pop
일곱 번째 감각 The 7th Sense,NCT,0.0124,0.682,214035,0.502,8.45e-6,2,0.107,-9.507,1,0.0713,108.08,4,0.218,63,k-pop
텐데…Timeless,NCT,0.316,0.557,250826,0.442,0.0,1,0.138,-4.595,1,0.0314,127.873,4,0.272,49,k-pop
Dear DREAM,NCT DREAM,0.1369999999999999,0.677,189547,0.624,6.409999999999999e-5,5,0.589,-8.972999999999999,1,0.0871,93.023,4,0.422,56,k-pop
Drippin',NCT DREAM,0.1969999999999999,0.715,197773,0.89,0.0,8,0.1639999999999999,-5.944,1,0.175,144.951,4,0.884,61,k-pop
"Radio Romance (Sung by TAEIL, DOYOUNG)",NCT U,0.469,0.634,219126,0.83,0.0,2,0.237,-3.388,1,0.0401,115.025,4,0.425,43,k-pop
SOME (You'll Be Mine),Nature,0.003,0.7340000000000001,217348,0.745,4.56e-6,2,0.248,-4.338,1,0.0655,139.958,4,0.647,48,k-pop
Love O'clock,OH MY GIRL,0.24,0.6759999999999999,236476,0.701,8.81e-6,0,0.142,-4.935,1,0.0488,127.968,4,0.6459999999999999,32,k-pop
Magic,OH MY GIRL,0.486,0.782,184731,0.623,0.0,11,0.0597,-8.279,1,0.218,89.988,4,0.92,32,k-pop
Secret Garden,OH MY GIRL,0.0447,0.604,244022,0.821,0.0,7,0.535,-4.029,1,0.0358,105.013,4,0.44,55,k-pop
Candle,PARK WOO JIN,0.39,0.7909999999999999,200222,0.738,0.0,1,0.335,-5.341,1,0.0878,97.033,4,0.755,58,k-pop
Let's go together,PENTAGON,0.217,0.721,198822,0.865,0.0,2,0.67,-4.296,1,0.0664,99.01,4,0.7440000000000001,42,k-pop
Naughty boy,PENTAGON,0.143,0.6970000000000001,198672,0.682,0.0,3,0.146,-3.077,1,0.0612,160.015,4,0.679,62,k-pop
Nothing i can do,PENTAGON,0.397,0.63,226500,0.73,0.0,7,0.3229999999999999,-4.484,0,0.0476,139.94799999999998,4,0.606,38,k-pop
Think about you,PENTAGON,0.264,0.652,221604,0.7659999999999999,0.0,7,0.0931,-4.279,0,0.0674,76.982,4,0.501,39,k-pop
Get It,PRISTIN V,0.212,0.4629999999999999,207041,0.883,0.0,7,0.213,-3.245,1,0.2239999999999999,99.021,4,0.439,66,k-pop
PICK ME,PRODUCE 48,0.0218,0.649,279423,0.862,0.0,6,0.066,-3.903,1,0.0487,128.05100000000002,4,0.594,62,k-pop
I Fell in Love,Park Ji Yoon,0.467,0.4039999999999999,251978,0.64,0.0,7,0.675,-5.2860000000000005,1,0.0507,128.578,4,0.342,12,k-pop
Yuki No Hana,Park Ji Yoon,0.871,0.36,358166,0.372,0.0,11,0.727,-5.732,1,0.0289,133.359,4,0.376,39,k-pop
MUSIC UP,RAINZ,0.179,0.6859999999999999,215002,0.799,0.0,7,0.244,-4.634,0,0.0817,119.935,4,0.706,19,k-pop
Turn it up,RAINZ,0.0518,0.54,211154,0.8109999999999999,0.0,1,0.1009999999999999,-3.796,0,0.0944,139.954,4,0.25,34,k-pop
#Cookie Jar,Red Velvet,0.0159,0.682,213693,0.959,0.0,11,0.19,-2.0540000000000003,1,0.0969,158.924,4,0.893,54,k-pop
Attaboy,Red Velvet,0.022,0.774,196837,0.785,0.0,9,0.138,-4.619,1,0.216,104.959,4,0.6459999999999999,44,k-pop
Butterflies,Red Velvet,0.147,0.696,209201,0.7759999999999999,8.73e-6,11,0.0839,-5.728,0,0.0395,120.008,4,0.494,56,k-pop
Kingdom Come,Red Velvet,0.235,0.5720000000000001,210162,0.743,5.93e-6,5,0.0761,-3.991,0,0.12,170.123,4,0.6779999999999999,48,k-pop
Mosquito,Red Velvet,0.0817,0.7559999999999999,191147,0.851,1.15e-5,5,0.187,-4.323,0,0.0475,96.057,4,0.551,48,k-pop
Power Up,Red Velvet,0.0774,0.732,202040,0.934,0.00745,8,0.306,-4.618,1,0.144,159.998,4,0.898,69,k-pop
Russian Roulette,Red Velvet,0.00909,0.706,211213,0.902,0.00137,7,0.17,-2.543,0,0.0352,130.024,4,0.964,63,k-pop
떠날 거야,Red Velvet,0.296,0.696,226968,0.647,0.0,11,0.146,-4.937,0,0.0351,111.851,4,0.411,37,k-pop
봐 Look,Red Velvet,0.0792,0.7609999999999999,245599,0.785,0.000112,7,0.142,-4.369,1,0.052,111.037,4,0.78,47,k-pop
피카부 Peek-A-Boo,Red Velvet,0.0868,0.8390000000000001,189050,0.902,0.00257,1,0.272,-3.612,0,0.0536,114.953,4,0.639,51,k-pop
Wow Thing,SEULGI,0.115,0.703,171998,0.894,0.0,5,0.363,-3.52,0,0.281,104.043,4,0.737,63,k-pop
MOLLADO,SEUNGRI,0.209,0.89,197585,0.805,0.0,7,0.0928,-3.898,1,0.0487,125.0,4,0.946,48,k-pop
WHERE R U FROM,SEUNGRI,0.0497,0.8320000000000001,224634,0.9,0.0,11,0.2689999999999999,-3.55,0,0.155,122.986,4,0.8290000000000001,53,k-pop
Come to me,SEVENTEEN,0.242,0.733,189514,0.87,0.0,0,0.0489,-3.451,1,0.0309,120.033,4,0.688,52,k-pop
Home,SEVENTEEN,0.427,0.741,203732,0.547,0.0,9,0.0931,-5.029,1,0.253,87.977,4,0.615,70,k-pop
Run to you,SEVENTEEN,0.0304,0.437,194098,0.8390000000000001,0.0,7,0.215,-3.3560000000000003,1,0.146,177.921,4,0.42,52,k-pop
Shhh,SEVENTEEN,0.027,0.722,186975,0.865,0.0,6,0.237,-5.545,1,0.195,106.022,4,0.799,57,k-pop
THANKS,SEVENTEEN,0.0631,0.513,213072,0.867,0.0,8,0.34,-3.729,1,0.0632,149.967,4,0.536,66,k-pop
What's Good,SEVENTEEN,0.074,0.951,168063,0.912,0.0,2,0.144,-3.4810000000000003,1,0.178,116.056,4,0.882,51,k-pop
Be my Baby,SF9,0.146,0.75,221139,0.927,0.0,8,0.0868,-2.199,1,0.0751,109.972,4,0.915,32,k-pop
MAMMA MIA,SF9,0.215,0.768,204595,0.901,1.95e-6,0,0.0369,-1.865,1,0.102,151.972,4,0.841,53,k-pop
Never Say Goodbye,SF9,0.37,0.588,225593,0.655,0.0,11,0.132,-4.8180000000000005,1,0.0323,139.869,4,0.122,36,k-pop
Way Back Home,SHAUN,0.405,0.745,214137,0.7390000000000001,0.000183,10,0.127,-4.591,1,0.0327,99.913,4,0.556,71,k-pop
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,0.2689999999999999,0.737,192453,0.747,0.0,10,0.2189999999999999,-4.8180000000000005,1,0.0323,105.943,4,0.447,82,k-pop
3 2 1,SHINee,0.00402,0.609,213747,0.903,0.0,0,0.304,-3.124,0,0.0451,147.987,4,0.894,30,k-pop
Boys Meet U,SHINee,0.132,0.805,166827,0.735,0.0,11,0.212,-3.0,0,0.0576,117.954,4,0.965,30,k-pop
D×D×D,SHINee,0.00775,0.746,207080,0.7979999999999999,0.0,7,0.0857,-3.908,1,0.0605,127.992,4,0.826,30,k-pop
Fire,SHINee,0.205,0.449,213013,0.85,0.0,8,0.148,-3.996,1,0.0429,168.06599999999997,4,0.614,31,k-pop
From Now On,SHINee,0.161,0.351,284587,0.384,0.0,2,0.217,-7.545,1,0.0306,135.49,4,0.358,43,k-pop
Get The Treasure,SHINee,0.0668,0.674,224227,0.899,0.0,11,0.156,-2.963,0,0.0639,114.991,4,0.962,32,k-pop
JULIETTE,SHINee,0.15,0.6779999999999999,206573,0.912,0.0,11,0.203,-3.196,0,0.102,109.006,4,0.713,32,k-pop
LUCKY STAR,SHINee,0.0545,0.7090000000000001,203347,0.941,0.0,8,0.174,-2.857,1,0.0659,119.977,4,0.962,31,k-pop
The SHINee World,SHINee,0.0161,0.8290000000000001,236169,0.768,1.05e-6,1,0.0873,-4.847,1,0.0533,111.989,4,0.6659999999999999,8,k-pop
To Your Heart,SHINee,0.0369,0.599,204538,0.995,0.0,0,0.395,-2.225,0,0.165,101.022,4,0.275,7,k-pop
Winter Wonderland,SHINee,0.183,0.471,250200,0.752,0.0,8,0.154,-3.836,1,0.0336,158.099,4,0.461,31,k-pop
네가 남겨둔 말 Our Page,SHINee,0.295,0.674,239721,0.752,0.0,5,0.1639999999999999,-4.657,0,0.0326,107.021,4,0.348,53,k-pop
내 눈에는 니가,SNUPER,0.2,0.625,199050,0.799,0.0,7,0.0824,-3.531,1,0.0702,149.969,4,0.425,29,k-pop
Dinner,SUHO,0.518,0.62,204216,0.63,0.027,1,0.335,-7.192,1,0.119,109.992,4,0.265,50,k-pop
Dinner - Instrumental,SUHO,0.226,0.693,204224,0.424,0.855,1,0.288,-11.989,1,0.0315,109.953,4,0.149,24,k-pop
Black Pearl,SUNMI,0.16,0.7090000000000001,199320,0.6459999999999999,0.000176,8,0.0779,-6.596,0,0.052,100.031,4,0.716,59,k-pop
Heroine,SUNMI,0.0599,0.6709999999999999,195000,0.782,1.9e-6,7,0.3929999999999999,-3.912,1,0.0402,121.987,4,0.5820000000000001,68,k-pop
Black Suit,SUPER JUNIOR,0.0044,0.711,201112,0.885,0.0,5,0.207,-3.299,0,0.0477,121.978,4,0.866,42,k-pop
One More Time (Otra Vez) - SJ Ver.,SUPER JUNIOR,0.0288,0.672,187987,0.841,8.65e-5,5,0.351,-3.591,1,0.033,99.984,4,0.505,42,k-pop
Opera,SUPER JUNIOR,0.0214,0.735,182082,0.915,0.0,6,0.35,-2.759,1,0.0254,102.002,4,0.6,8,k-pop
Runaway,SUPER JUNIOR,0.0754,0.696,206645,0.873,0.0,6,0.3779999999999999,-3.918,0,0.0699,113.985,4,0.769,36,k-pop
Spin Up!,SUPER JUNIOR,0.0974,0.701,189823,0.9,0.0,1,0.2769999999999999,-3.446,1,0.195,117.101,4,0.904,32,k-pop
The Lucky Ones,SUPER JUNIOR,0.216,0.687,218484,0.6729999999999999,0.0,1,0.0856,-5.096,1,0.0497,105.01,4,0.7020000000000001,35,k-pop
비처럼 가지 마요 One More Chance,SUPER JUNIOR,0.119,0.531,255012,0.634,0.0,7,0.253,-5.676,1,0.0325,73.955,4,0.312,40,k-pop
Can I Stay...,SUPER JUNIOR-D&E,0.28,0.674,211894,0.737,0.0,5,0.1009999999999999,-4.006,1,0.0336,103.046,4,0.32,25,k-pop
IF YOU,SUPER JUNIOR-D&E,0.136,0.588,211773,0.8240000000000001,0.0,7,0.335,-2.552,1,0.0386,79.988,4,0.623,24,k-pop
19,Stray Kids,0.3879999999999999,0.78,205518,0.653,0.0,10,0.093,-5.107,1,0.176,105.176,4,0.397,64,k-pop
3rd Eye,Stray Kids,0.313,0.6609999999999999,243961,0.6940000000000001,0.0,8,0.124,-4.401,1,0.3429999999999999,139.76,4,0.327,54,k-pop
4419,Stray Kids,0.391,0.5670000000000001,193087,0.83,0.0,6,0.07,-2.9330000000000003,1,0.0566,85.95100000000001,4,0.659,52,k-pop
GLOW,Stray Kids,0.3979999999999999,0.69,204345,0.722,0.0,7,0.327,-4.905,1,0.0831,90.022,4,0.604,54,k-pop
Get Cool,Stray Kids,0.0893,0.804,194758,0.8540000000000001,0.0,2,0.27,-4.194,1,0.0915,151.955,4,0.9,65,k-pop
